2023-11-15 19:51:54,Futari,Lichbloom,6
2023-11-15 19:51:54,Futari,Pygmy Oil,50
2023-11-15 19:52:08,Hamsy,Pygmy Oil,29
2023-11-15 19:54:18,Hamsy,Pygmy Oil,21
2023-11-15 19:54:31,Futari,Pygmy Oil,25
2023-11-15 19:54:50,Blackath,Adder's Tongue,34
2023-11-15 19:54:50,Blackath,Northern Spices,5
2023-11-15 19:54:50,Blackath,Eternal Life,8
2023-11-15 19:54:50,Blackath,Dream Shard,20
2023-11-15 19:54:50,Blackath,Eternal Fire,20
2023-11-15 19:55:29,Blackath,Eternal Earth,7
2023-11-16 01:17:34,Idolizeme,Cardinal Ruby,1
2023-11-16 01:17:34,Futari,Cardinal Ruby,1
2023-11-17 07:08:02,Blackath,Pygmy Oil,25
2023-11-17 07:08:03,Idolizeme,Cardinal Ruby,1
2023-11-17 07:08:03,Futari,Cardinal Ruby,1
2023-11-20 04:07:47,Futari,Lichbloom,5
2023-11-20 04:07:47,Futari,Crystallized Life,7
2023-11-20 04:07:57,Blackath,Adder's Tongue,20
2023-11-20 04:08:04,Xudi,Adder's Tongue,8
2023-11-20 04:08:04,Xudi,Lichbloom,4
2023-11-20 04:08:04,Futari,Cardinal Ruby,1
2023-11-20 15:00:36,Hamsy,Majestic Zircon,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
2023-11-20 15:01:07,Hamsy,Adder's Tongue,1
